X,Y,sampleid,sample_typ,length_m,longitude,latitude,date,geologist,project,company,py,cp,sph,cc,gal,min_other,hem,mag_sus,conductivi,mal,bloom,carb,fe_carb,clay,chl,epi,sericite,quartz,albite,actinolite,biotite,ksp,alt_other,alt_assemb,ag_ppm,al_pc,as_ppm,au_ppm,b_ppm,ba_ppm,be_ppm,bi_ppm,ca_pc,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_pc,cu_ppm,dy_ppm,er_ppm,eu_ppm,fe_pc,ga_ppm,gd_ppm,ge_ppm,hf_ppm,hg_ppm,ho_ppm,in_ppm,k_pc,la_ppm,li_ppm,lu_ppm,mg_pc,mn_ppm,mo_ppm,na_pc,nb_ppm,nd_ppm,ni_ppm,p_ppm,pb_pc,pb_ppm,pd_ppm,pr_ppm,pt_ppm,rb_ppm,re_ppm,s_pc,sb_ppm,sc_ppm,se_ppm,sm_ppm,sn_ppm,sr_ppm,ta_ppm,tb_ppm,te_ppm,th_ppm,ti_pc,tl_ppm,tm_ppm,u_ppm,v_ppm,w_ppm,y_ppm,yb_ppm,zn_pc,zn_ppm,zr_ppm,source,remarks,lithology
-12730944.3601523,5650482.27372068,X725611,Soil,,-114.364019,45.183665,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.033,0.9,4.15,0,-10,70.2,2.01,0.172,0.35,0.064,95.6,3.67,4.57,5.93,,7.43,,,,1.29,5.67,,0.182,0.686,0.011,,0.022,0.28,36.6,39.8,,0.11,348,0.22,0.01,17.85,,3.07,,,11.7,-0.001,,0.002,81.6,-0.001,0.01,0.112,2.11,0.1,,5.31,26.8,0.008,,0.01,56.8,0.03,0.317,,9.1,6.5,0.354,77.6,,,45,19.75,VA18194253,,
-12731225.998464,5650302.22777727,X725608,Soil,,-114.366549,45.182525,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.083,2.34,378,0.012,-10,235,0.31,0.77,0.1,0.016,51.3,399,25.2,15.35,,894,,,,6.58,12.2,,0.46,0.115,0.006,,0.203,1.51,24.2,24.9,,0.47,129.5,0.78,0.01,0.698,,17.85,,,1.48,0.001,,-0.002,243,-0.001,0.03,0.209,3.62,0.5,,2.34,15.4,-0.005,,0.34,13.3,0.2,1.17,,1.8,27.6,0.282,10.95,,,23.6,5.69,VA18194253,,
-12730503.3123297,5649189.02375138,X725076,Grab,,-114.360057,45.17547598,2018-07-25T20:08:40Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,1,,,,,,,,,,,,0,,,1.62,2.83,126.5,,,190,0.88,5.93,0.06,0.02,29,56.6,16,8.21,1.5,10000,2.78,1.37,0.44,6.18,16,3.16,0.07,0.2,,0.45,6.79,1.42,14.3,10.5,0.16,0.22,61,2.71,0.05,3.9,14.3,4.9,330,,0.6,,3.54,,147,-0.002,0.08,0.58,3.1,3,3.02,14,9.6,0.28,0.49,2.39,4.53,0.09,0.85,0.17,34.8,15,3.4,11.2,1.38,,24,6.1,VA18194259,Talus grab. Found near old workings.,Biotite schist
-12730240.9322899,5648644.55308661,X725083,Grab,,-114.3577,45.17203,26-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,2,,,,,,,,,,,0,,,0.04,6.1,7690,,,260,0.69,1.41,0.06,-0.02,45.8,699,32,33.2,,1260,8.07,5,0.72,13.25,49.9,5.92,0.1,0.5,,1.59,0.492,3.55,16.3,71,0.6,0.85,319,0.72,0.04,11.7,22.8,10.5,330,,0.8,,5.48,,480,-0.002,0.09,0.96,8.6,2,5.17,7.3,8.9,0.91,1.13,1.8,12.05,0.3,2.4,0.7,4,40,5.9,33.6,4.71,,19,16.4,VA18194259,Erythrite covering face of o/c north and upslope of the adit.,Biotite schist
-12730197.629008,5648587.39189526,X725082,Grab,,-114.35731,45.17167,26-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,4,,,,,,,,,,,0,,,2.85,2.64,10000,,,110,0.38,131.5,0.61,0.28,460,10000,8,14.65,2.07,10000,29,8.65,6.1,11.6,31.2,41.4,0.69,0.1,,3.76,7.46,1.45,203,14.9,1,0.39,91,0.83,0.01,4.4,226,670,3000,,1.8,,57.1,,234,0.002,7.77,24.6,3.2,58,44.7,11.6,40.2,0.3,6.03,28.8,29.8,0.06,1.87,1.07,7,16,0.9,70,6.95,,34,2.4,VA18194259,High grade of pink erythrite veinlet at adit entrance. 1-2 mm thick. Unknown orientation.,Garnet biotite-phyllite
-12730197.629008,5648587.39189526,X725079,Grab,,-114.35731,45.17167,26-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,az 0.1,,,,4,4,,,,,,,,,,,0,lim 2,,0.32,3.91,10000,,,320,0.85,26.3,0.98,0.03,21.1,10000,28,13.05,,3420,8.93,5.25,0.54,6.32,22.2,5.86,0.09,0.3,,1.8,2.41,2.55,9.2,35.1,0.57,0.83,199,0.66,0.08,7.7,9.1,108,310,,1.6,,2.22,,290,-0.002,1.22,3.07,5.2,6,2.29,5,33.3,0.55,1.19,5.24,8.82,0.16,1.38,0.68,3.5,28,1.6,41.7,4.53,,27,11.1,VA18194259,"High grade grab of erythrite veinlets, ~2cm thick (198/75). Taken from west tunnel.",Biotite schist
-12731667.4915645,5650107.6558637,X725533,Soil,,-114.370515,45.18129302,2018-07-27T20:50:10Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.026,1.79,44,0,10,232,0.57,0.359,0.19,0.072,36.1,55.2,16,6.98,,117.5,,,,2.98,5.84,,0.121,0.239,0.01,,0.034,0.66,14.65,16.5,,0.26,493,0.45,0.01,1.375,,10.95,,,5.44,-0.001,,-0.002,97.1,-0.001,0.01,0.158,2.63,0.1,,1.4,28.4,-0.005,,0.05,7.86,0.11,0.488,,1.04,19.9,0.159,6.68,,,23.8,10.1,VA18194253,"30 cm deep. Med brn matrix, 85% silt, 15% sand. 25% ang clasts, up to 2cm. Open grassy slope.",
-12731539.696789,5650456.53008857,X725529,Soil,,-114.369367,45.18350199,2018-07-27T18:50:44Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.018,2.31,34.7,0,10,264,0.9,0.227,0.28,0.085,71.2,37.2,18.55,7.71,,99.9,,,,3.57,7.41,,0.197,0.269,0.009,,0.039,0.9,26.4,23.6,,0.37,579,0.35,0.01,2.12,,12.9,,,6.04,-0.001,,-0.002,110.5,-0.001,0.01,0.216,3.41,0.1,,1.56,38,-0.005,,0.03,11.4,0.18,0.569,,1.27,24.2,0.201,13.45,,,44.2,12.1,VA18194253,"25 cm deep. Lt brn matrix, 80% silt, 20% sand. 15% clasts up to 5 cm. Open, grassy, shrubby standing dead.",
-12730197.629008,5648587.39189526,X725078,Grab,,-114.35731,45.17167,26-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,az 3,,,,4,,,,,,,,,,,,0,lim 3,,0.18,2.56,1845,,,130,0.26,2.57,0.05,0.05,20.6,566,18,14,,4640,3.25,1.66,0.36,6.9,27.9,3.44,0.07,0.3,,0.55,0.862,1.68,8.9,35.8,0.19,0.49,121,0.78,0.02,4.4,9.1,8.5,200,,-0.5,,2.24,,252,-0.002,0.22,0.6,3.3,2,2.22,4.4,4.1,0.35,0.55,0.99,7.03,0.1,1.18,0.23,1.8,17,0.7,12.5,1.41,,17,8.4,VA18194259,Fracture coating/veinlets. Taken from entrance of Tinker's Adit.,Garnet biotite-phyllite
-12731423.3679211,5650268.11421531,X725536,Soil,,-114.368322,45.18230899,2018-07-27T21:46:35Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.032,1.85,69.2,0,10,230,0.36,0.135,0.16,0.023,26,56.6,32.3,8.11,,151,,,,3.62,6.84,,0.175,0.103,0.007,,0.039,0.95,11.7,16.9,,0.29,206,0.74,0.01,1.83,,21.2,,,3.09,0.001,,-0.002,142,-0.001,0.01,0.116,1.995,0.1,,1.61,22,-0.005,,0.04,6.71,0.16,0.638,,0.977,18.8,0.181,3.65,,,17.1,3.46,VA18194253,"lt brn gry matrix, 70% silt, 30% sand. 30% ang clasts, 2-5 cm. 30 cm deep. STEEP. Grassy shrubby wooded slope. May be debris flow.",
-12731375.7231791,5650474.37689318,X725528,Soil,,-114.367894,45.18361498,2018-07-27T18:09:01Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.06,2.73,133,0.005,10,301,0.61,0.704,0.19,0.04,47.4,120.5,32.6,13.2,,329,,,,5.03,9.85,,0.301,0.221,0.006,,0.172,1.33,19.9,27.8,,0.51,358,0.39,0.02,1.38,,18.85,,,4.53,-0.001,,-0.002,173,-0.001,0.02,0.171,4.13,0.1,,2.2,26.8,-0.005,,0.19,8.02,0.21,0.87,,0.974,31.2,0.26,10.5,,,36.9,9.43,VA18194253,"30 cm deep. Tan matrix, 90% silt, 10% sand. 10% of 2 cm clasts. Rocky, grassy open forest. Steep slope.",
-12730197.629008,5648587.39189526,X725081,Grab,,-114.35731,45.17167,26-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,az 5,,,,,1,,,,,,,,,,,0,,,2.39,2.57,5730,,,100,0.38,10.9,0.34,0.11,51.6,6010,14,11,4.57,10000,3.6,1.26,0.64,7.7,23.9,5.08,0.13,0.1,,0.53,6.8,1.35,22.3,22.2,0.11,0.46,138,0.86,0.02,4.3,22,45.4,120,,1.3,,5.5,,187.5,-0.002,3.87,2.18,3.1,14,4.7,9,7.3,0.29,0.74,6.88,6.98,0.09,1.66,0.16,2.3,15,1.1,10.6,0.96,,51,4.3,VA18194259,High grade of blue salt (az? Co?) agglomerated on host rock. Taken from E wall of entrance to adit.,Garnet biotite-phyllite
-12730334.3293427,5649199.13024704,X725522,Soil,,-114.358539,45.17554002,2018-07-25T19:09:05Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.033,2.14,120,0.004,-10,162.5,1.41,0.453,0.16,0.047,62.9,90,28.5,13.9,,439,,,,4.76,8.66,,0.308,0.157,0.006,,0.106,1.21,28.8,29.9,,0.45,186.5,0.46,0.01,2.67,,17.2,,,6.09,-0.001,,-0.002,195,-0.001,0.01,0.188,3.31,0.1,,3.36,22.8,-0.005,,0.07,13.95,0.19,0.914,,3.66,27.8,0.368,21.6,,,23.3,5.33,VA18194253,"35 cm deep. 90% silt, 0% sand. 15% of 1-5 cm ang clasts. Shrubby, open, standing dead.",
-12730489.3973934,5649397.15668807,X725519,Soil,,-114.35993,45.17679,25-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.017,3.15,22.2,0,-10,327,0.99,0.257,0.43,0.074,49.3,41.1,69.4,10.35,,85.8,,,,4.96,10.55,,0.24,0.196,0.01,,0.076,1.54,21.6,31.4,,1.13,522,0.35,0.01,3.94,,36.1,,,6.84,0.002,,-0.002,151,-0.001,0.02,0.139,8.1,0.1,,2.67,29.9,-0.005,,0.03,8.84,0.25,0.697,,1.265,77.5,0.245,19.1,,,49.5,8.64,VA18194253,"25 cm deep. Med brn matrix, 85% silt, 15% sand. 5% of 2-3 cm ang clasts. Grassy open slope.",
-12730197.629008,5648587.39189526,X725080,Grab,,-114.35731,45.17167,26-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,4,,,,,,,,,,,0,,,0.2,2.37,1890,,,130,0.25,1.18,0.25,0.05,6.97,7580,16,12.3,1.25,10000,3.33,2.21,0.16,5.95,21.7,2.39,0.05,0.2,,0.72,1.06,1.53,3.1,31.1,0.25,0.55,169,0.7,0.02,4.5,3.2,74.5,380,,-0.5,,0.8,,223,-0.002,1.52,0.7,3,3,0.94,3.7,7.9,0.37,0.47,0.85,6.77,0.12,1.13,0.32,1.9,17,1,16.1,2.01,,72,6.6,VA18194259,"High grade of erythrite salt agglomerated on host-rock, W wall of entrance to adit.",Garnet biotite-phyllite
-12730189.3913657,5648529.12575092,X725077,Grab,,-114.357237,45.17129702,2018-07-26T18:08:36Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,mn 2,,,,,,,,,,,,,,,,0,lim 3,,0.01,5.03,27.2,,,200,1.48,0.05,0.01,-0.02,34.5,304,29,5.28,,758,5.81,2.68,0.69,4.42,15.3,5.81,0.08,0.5,,0.98,0.197,2.32,8.9,13.2,0.26,0.24,90,1.55,0.11,8.7,14,14.2,150,,0.6,,3.18,,143,-0.002,0.04,0.1,6.6,1,3.49,3.9,27.6,0.74,0.96,-0.05,20.3,0.23,0.55,0.33,4.2,35,9.1,25.9,1.87,,26,16.5,VA18194259,Very strong fracture coating.,Biotite schist
-12730638.0089136,5649386.73413508,X725518,Soil,,-114.361267,45.17672799,2018-07-25T17:20:29Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.035,1.93,9.58,0.001,-10,127,1.67,0.309,0.29,0.056,63,15.8,11.7,12.35,,27,,,,1.96,8.85,,0.126,0.674,0.016,,0.045,0.46,17.15,84.1,,0.21,515,0.33,0.02,12.5,,6.39,,,21.7,-0.001,,0.002,210,-0.001,0.01,0.123,3.67,-0.1,,9.51,25.8,0.005,,0.02,33.9,0.08,0.701,,7,15.8,0.357,47,,,50.7,17.3,VA18194253,"15 cm deep. 50% sand, 50% silt. 40% 1 cm clasts. Ridge top. Just above dacite dyke.",
-12731076.3850683,5649386.5762177,X725515,Soil,,-114.365205,45.17672698,2018-07-25T15:24:03Z,Ellie Knight,Bonanza,North American Cobalt,0.1,,,,,,,,,,,,,,,,,,,,,0,,,0.052,2.76,191.5,0.003,-10,239,0.87,0.407,0.18,0.05,42.8,176,34.2,13.25,,534,,,,5.34,11.55,,0.306,0.219,0.011,,0.114,1.4,17.1,30.1,,0.6,196,0.55,0.01,2.74,,20.8,,,5.07,0.001,,-0.002,216,-0.001,0.01,0.165,4.67,0.1,,2.87,25.2,-0.005,,0.09,10.2,0.22,0.967,,1.875,42.5,0.367,12.25,,,29.8,8.55,VA18194253,"25 cm deep. Lt brn matrix, 85% silt, 15% sand. 30% and clasts, 2-6 cm. Grassy wooded area.",
-12731389.081518,5650086.49326335,X725537,Soil,,-114.368014,45.181159,2018-07-27T22:00:57Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.021,1.58,42.5,0,-10,226,0.38,0.192,0.16,0.069,33.6,69,12.7,7.26,,134,,,,3.17,5.59,,0.162,0.156,0.007,,0.03,0.78,13.1,15,,0.25,425,0.52,0.01,1.42,,9.04,,,4.57,0.001,,-0.002,114,-0.001,0.01,0.173,2.13,0.1,,1.49,26.6,-0.005,,0.05,7.86,0.13,0.539,,1.03,16.7,0.147,5.27,,,20.1,7.01,VA18194253,"25 cm deep. Lt brn matrix, 90% silt, 10% sand. 15% 2-3 cm ang clasts. Open grassy wooded slope.",
-12730343.6801799,5649387.6816394,X725521,Soil,,-114.358623,45.17673402,2018-07-25T18:30:37Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.017,2.67,20.9,0.002,-10,227,1.27,0.25,0.25,0.047,52.1,38.2,38.3,9.61,,96.9,,,,4.39,9.04,,0.23,0.267,0.007,,0.069,1.3,24.9,27.7,,0.72,277,0.26,0.01,1.835,,21.6,,,6.02,-0.001,,-0.002,141.5,-0.001,0.01,0.117,5.32,-0.1,,2.94,23.1,-0.005,,0.02,11.15,0.22,0.698,,1.96,50.2,0.256,24.2,,,36.1,14.1,VA18194253,"35 cm deep. Med brn matrix, 90% silt, 10% sand. 15% of 1-3 cm ang clasts. Open, dry grassy slope.",
-12730943.3582768,5649721.84105507,X725504,Soil,,-114.36401,45.17885,24-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.033,2.75,31.7,0.001,10,341,1.5,0.425,0.28,0.098,40.5,60,24,7.59,,47.9,,,,3.12,9.14,,0.148,0.2,0.008,,0.05,0.85,13.85,35.1,,0.43,603,0.4,0.02,4.13,,14.65,,,12.8,0.001,,-0.002,114,-0.001,0.01,0.128,3.72,0.1,,2.59,35.6,-0.005,,0.03,8.23,0.16,0.502,,1.465,26.2,0.272,14.45,,,50.7,7.12,VA18194253,25 cm deep. Tan gry silty sand. 20% 1-3cm clasts.,
-12730923.432088,5649208.92092554,X725526,Soil,,-114.36383,45.1756,25-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.046,2.84,178,0.002,-10,280,0.54,0.372,0.18,0.044,38.7,137.5,28.4,12.5,,217,,,,4.7,11.2,,0.293,0.127,0.013,,0.15,1.23,15.7,25.7,,0.46,291,0.41,0.02,2,,15.95,,,5.22,0.001,,-0.002,188.5,-0.001,0.02,0.145,3.68,0.1,,2.18,31.4,-0.005,,0.12,6.78,0.2,0.826,,0.872,31.9,0.244,8.36,,,28,5.02,VA18194253,"25 cm med brn. 90% silt, 10% sand. 15% ang clasts. Grassy, open, treed slope.",
-12730344.1254579,5649385.47079614,X725520,Duplicate,,-114.358627,45.17672002,2018-07-25T18:30:03Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.015,2.61,20,0.001,-10,221,1.21,0.241,0.25,0.05,50,37.9,38.1,9.52,,94,,,,4.33,8.9,,0.224,0.288,0.008,,0.063,1.29,24,26.7,,0.72,270,0.29,0.01,1.785,,21.4,,,5.76,0.004,,-0.002,139.5,-0.001,0.01,0.113,5.22,0.1,,2.92,21.6,-0.005,,0.02,10.95,0.21,0.686,,1.88,49.5,0.239,22.8,,,34.7,14.1,VA18194253,DUPLICATE OF X725521,
-12730803.4296769,5649395.57751259,X725517,Soil,,-114.362753,45.17678398,2018-07-25T16:17:58Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.023,2.32,64.7,0.001,-10,250,1.67,0.539,0.19,0.05,52.2,97.4,47.1,11.05,,114,,,,3.99,8.87,,0.224,0.291,0.009,,0.06,1.2,20.2,32.7,,0.62,400,0.38,0.01,4.08,,23.9,,,10.4,-0.001,,-0.002,163.5,-0.001,0.01,0.145,4.07,0.1,,3.23,28.6,-0.005,,0.06,13.25,0.2,0.767,,2.48,32.3,0.327,16.5,,,27.3,8.73,VA18194253,"25 cm. Lt gry brn matrix, 85% silt, 15% sand. 10% clasts, 2-3 cm. Grassy wooded slope.",
-12730779.4959864,5649213.34252578,X725525,Soil,,-114.362538,45.17563004,2018-07-25T20:56:08Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.023,3.13,150.5,0.002,10,325,1.08,0.34,0.27,0.056,40.1,180.5,34.1,13.65,,183.5,,,,5.33,14.25,,0.294,0.232,0.008,,0.102,1.43,16.05,33.3,,0.56,428,0.45,0.02,2.55,,17.6,,,5.46,0.002,,-0.002,215,-0.001,0.01,0.174,4.6,0.2,,2.98,36.8,-0.005,,0.1,7.93,0.2,0.95,,1.435,35.3,0.354,11.25,,,33,8.58,VA18194253,"20 cm deep. Lt brn, 85% silt, 15% sand. 1-3 cm ang clasts, 2-3 cm. Wooded grassy slope.",
-12730492.5143391,5649196.28779399,X725523,Soil,,-114.35996,45.175522,2018-07-25T19:56:30Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.148,1.99,88.4,0.004,-10,159,2.6,1.155,0.43,0.052,68.3,77.8,19.85,13.85,,848,,,,3.47,8.8,,0.224,0.842,0.007,,0.269,0.94,25.4,47.7,,0.36,237,0.31,0.01,10.2,,11.35,,,21.4,-0.001,,0.002,193.5,-0.001,0.01,0.114,2.99,0.2,,5.48,40.5,0.005,,0.12,30.2,0.11,0.803,,7.23,20.2,0.436,87.8,,,30.7,17.75,VA18194253,"30 cm deep. Gry brn matrix, 70% silt, 30% sand. 25% ang clasts, mostly dyke lith. Open, grassy, standing dead.",
-12730939.3507752,5649414.84347229,X725516,Soil,,-114.363974,45.17690602,2018-07-25T15:49:30Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.053,2.71,60,0.001,10,287,0.61,0.319,0.31,0.085,39.4,78.7,19.65,8.84,,133,,,,3.92,9.35,,0.234,0.259,0.019,,0.075,1.02,13.5,27.1,,0.37,531,0.42,0.02,2.75,,10.85,,,6.74,-0.001,,-0.002,133.5,-0.001,0.02,0.178,3.42,0.1,,2.05,43.5,-0.005,,0.05,7.01,0.16,0.611,,1.095,25,0.256,7.48,,,32.2,9.95,VA18194253,"25 cm deep. Lt brn matrix, 85% silt, 15% sand. 40% clasts, 2-5 cm. Rocky grassy wooded slope.",
-12731094.0848674,5649578.44787553,X725503,Soil,,-114.365364,45.17794202,2018-07-24T16:14:45Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.061,2.41,87.8,0.002,-10,244,1.56,0.516,0.25,0.074,54.7,93,31.1,12.2,,163,,,,4.36,9.47,,0.254,0.309,0.01,,0.056,1.22,22.1,28.3,,0.52,356,0.54,0.01,4.44,,17.75,,,10.85,0.001,,-0.002,179.5,-0.001,0.02,0.165,3.96,0.2,,3.24,29.4,-0.005,,0.06,16.2,0.19,0.843,,2.89,32.8,0.365,23.5,,,33.7,11.6,VA18194253,20 cm deep. Tan silty sand. 25% 2-5cm clasts. W facing slope.,
-12730669.846288,5649547.49546283,X725512,Soil,,-114.36155,45.17775,24-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.032,2.02,12.45,0.001,-10,208,1.87,0.76,0.35,0.155,64.1,24.7,15.15,9.2,,37.8,,,,1.92,7.26,,0.126,0.958,0.01,,0.047,0.51,16.85,47.7,,0.26,754,0.29,0.02,9.85,,9.1,,,22,-0.001,,0.003,144,-0.001,0.01,0.109,3.33,0.2,,5.21,28.9,-0.005,,0.01,28.3,0.09,0.529,,4.67,18.7,0.298,47.8,,,54,26.1,VA18194253,"Lt gry to tan matrix, 65% sand 35% silt. 20% ang clasts. 30 cm deep. Wooded area. Off waypoint to get below road.",
-12730496.6331603,5649747.26673637,X725507,Soil,,-114.359997,45.17901096,2018-07-24T19:59:13Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.03,1.52,7.9,0.001,-10,119,0.52,0.191,0.14,0.029,43.8,13.45,21.1,11.65,,168,,,,3.68,4.56,,0.221,0.048,0.006,,0.063,0.85,17.25,15.2,,0.31,143.5,0.38,0.01,2.47,,13.35,,,2.57,-0.001,,-0.002,118,-0.001,0.01,0.113,2.23,0.1,,2.7,13.15,-0.005,,0.04,6.38,0.13,0.684,,1.235,23.7,0.19,8.14,,,17.9,2.29,VA18194253,Tan matrix. 30% sand 70% silt. 15% 3-5 cm angular clasts. 30 cm deep.,
-12731066.5889532,5649230.87103383,X725527,Soil,,-114.365117,45.17574102,2018-07-25T21:39:34Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.057,2.62,96.3,0.001,10,295,0.59,0.345,0.25,0.081,40.4,88.4,20.7,8.77,,349,,,,3.93,9.4,,0.21,0.308,0.014,,0.135,1,15.2,25,,0.38,447,0.39,0.02,1.81,,12,,,5.77,0.001,,-0.002,131,-0.001,0.01,0.12,3.66,0.2,,1.8,37.4,-0.005,,0.1,6.46,0.15,0.626,,0.919,25.3,0.188,9.13,,,33.7,12.5,VA18194253,"20 cm deep. Lt brn, 30% clasts, 1-5 cm, up to 10 xm. Open pine forest, grassy slope.",
-12730632.665578,5649208.76301129,X725524,Soil,,-114.361219,45.17560104,2018-07-25T20:30:44Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.012,2.26,19.7,0.001,-10,303,1.66,0.276,0.2,0.083,45.5,38.1,24.8,8.91,,61.2,,,,3.39,7.64,,0.182,0.233,0.01,,0.04,0.98,21.2,25.8,,0.43,603,0.3,0.01,2.35,,16.4,,,5.76,-0.001,,-0.002,122,-0.001,0.01,0.139,3.38,0.1,,1.98,22.9,-0.005,,0.02,7.82,0.19,0.551,,0.952,30.6,0.226,11.8,,,30.5,10.4,VA18194253,"15 cm deep. Lt brn, 90% silt, 10% sand. 10% clasts, ang, up to 5 cm. Open, forested, grassy slope.",
-12730602.2753571,5649796.85491792,X725075,Grab,,-114.360946,45.17932503,2018-07-24T19:23:57Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,2,,,,4,,,,,,,,0,lim 2,,0.07,1.66,5,,,90,4.39,0.24,0.04,0.23,33.2,10.9,16,0.99,4.41,10000,2.18,1.2,0.66,2.72,3.91,2.6,0.09,0.1,,0.4,0.031,0.59,12,3.6,0.16,0.06,95,8.67,0.03,2.6,13.5,5,1220,,6.7,,3.57,,38.3,-0.002,0.21,0.4,1.6,7,3.08,4.6,12.7,0.19,0.36,-0.05,3.09,0.07,0.17,0.17,1.2,10,2,9.3,1.03,,28,4.4,VA18194259,Highly weathered and obliterated part of dyke,Dacite dyke
-12730785.7298779,5649756.90008782,X725505,Soil,,-114.362594,45.17907199,2018-07-24T17:08:38Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.026,2.74,11,0.002,10,253,1.33,0.34,0.18,0.107,37.9,17.35,22.1,7.06,,23.7,,,,2.82,8.25,,0.127,0.479,0.009,,0.041,0.78,13.9,29.9,,0.35,376,0.45,0.02,3.76,,18.45,,,9.88,-0.001,,-0.002,88.1,-0.001,0.01,0.14,3.37,0.1,,2.1,19.9,-0.005,,0.01,8.15,0.15,0.434,,1.145,27.8,0.312,12.3,,,59.2,18.9,VA18194253,"Tan sandy silt (90% silt, 10% sand). 20% 2-15cm clasts. 20 cm deep.",
-12731049.1117931,5648240.48494445,X725502,Soil,,-114.36496,45.16947,23-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.045,2.13,40.2,0.003,-10,159,0.33,0.083,0.18,0.027,25.3,37.4,21,10.3,,662,,,,4.92,6.86,,0.253,0.071,0.011,,0.061,1.31,10.75,17.6,,0.46,142.5,0.91,0.01,2.34,,17.6,,,1.635,-0.001,,-0.002,178,-0.001,0.02,0.19,2.97,0.2,,2.1,18.75,-0.005,,0.03,5.72,0.2,0.721,,2.28,24.5,0.178,7.1,,,14.5,3.58,VA18194253,50 cm deep. Dk brn gry silty matrix. 15% clasts.,
-12730520.2328923,5649566.76174801,X725511,Soil,,-114.36021,45.17787,24-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.034,2.48,23.6,0,10,217,1.33,0.404,0.28,0.086,51,40.5,25.4,8.75,,86,,,,3.24,8.57,,0.159,0.263,0.005,,0.069,0.81,20.7,29.4,,0.36,395,0.4,0.02,4.58,,16.15,,,11.65,-0.001,,-0.002,120.5,-0.001,0.01,0.136,3.43,0.1,,3.17,29,-0.005,,0.03,10.55,0.15,0.536,,2.18,28.8,0.292,18.5,,,39.2,10.3,VA18194253,"Lt brn matrix, 70% silt 30% sand. 15% ang clasts. Grassy E-facing slope. Off waypoint to get above road.",
